system:index,PfafIDIrrWN_monthY2014M11,countIrrWN_monthY2014M11,meanIrrWN_monthY2014M11,.geo
0,111011,2536,2.5469074854094707E-5,
1,111012,3921,0.0,
2,111013,1194,0.0,
3,111014,5605,0.0,
4,111015,21769,0.0,
5,111016,2382,0.0,
6,111017,11168,0.0,
7,111018,2509,0.0,
8,111019,8353,0.0,
9,111020,14779,0.0,
10,111030,6961,0.0,
11,111041,17205,0.0,
12,111042,6643,0.0,
13,111043,349,0.0,
14,111044,6597,0.0,
15,111045,7591,0.0,
16,111046,4623,0.0,
17,111047,903,0.0,
18,111048,4457,0.0,
19,111049,4490,0.0,
20,111050,20250,0.0,
21,111060,5660,6.423344277256072E-7,
22,111070,13788,1.1510229436884519E-4,
23,111081,5223,6.257533811971409E-4,
24,111082,18754,4.023097555055447E-9,
25,111083,6133,0.0,
26,111084,15194,1.5948894852468434E-4,
27,111085,10124,9.981114423829797E-9,
28,111086,2528,0.0,
29,111087,13852,3.510882512837159E-5,
30,111088,3118,0.0,
31,111089,2844,1.31527321598185E-4,
32,111090,510,2.291578152326596E-5,
33,111091,212,0.004346641367316975,
34,111092,2946,0.0013644875932218496,
35,111093,19956,7.127934714359413E-6,
36,111094,2485,3.091645239375152E-5,
37,111095,1794,6.716672222520422E-5,
38,111096,2707,2.3081852630572807E-4,
39,111097,2700,9.80387807494675E-5,
40,111098,3449,2.1286388234329675E-4,
41,111099,5594,1.0143301975851145E-5,
42,112011,3093,0.0,
43,112012,21200,0.0,
44,112013,15552,0.0,
45,112014,34480,0.0,
46,112015,4666,0.0,
47,112016,11966,0.0,
48,112017,13480,0.0,
49,112018,14831,0.0,
50,112019,46077,3.786506689199985E-5,
51,112020,1906,0.0,
52,112030,2337,0.0,
53,112041,4145,0.0,
54,112042,9610,0.0,
55,112043,1103,0.0,
56,112044,5576,0.0,
57,112045,2564,0.0,
58,112046,18320,0.0,
59,112047,22718,0.0,
60,112048,6256,0.0,
61,112049,17069,0.0,
62,112050,8062,0.0,
63,112060,9065,0.0,
64,112070,2276,0.0,
65,112111,39164,2.3649529079065702E-6,
66,112112,4819,0.0,
67,112113,7180,0.0,
68,112114,4624,3.2758200368517715E-4,
69,112115,1326,0.0,
70,112116,4584,8.58890607799527E-4,
71,112117,2017,0.0,
72,112118,4443,3.2665632902515146E-4,
73,112119,6741,0.0,
74,112120,6306,0.0,
75,112130,3588,0.0,
76,112140,5675,0.0,
77,112150,567,0.0,
78,112160,4941,0.0,
79,112170,17030,0.0,
80,112180,5677,0.0,
81,112190,13172,0.0,
82,112200,33905,0.0,
83,112300,8315,0.0,
84,112400,30830,0.0,
85,112500,806,0.0,
86,112600,7692,0.0,
87,112700,9177,0.0,
88,112801,6769,0.0,
89,112802,7135,0.0,
90,112803,17267,0.0,
91,112804,9185,0.0,
92,112805,5556,0.0,
93,112806,6540,0.0,
94,112807,9643,0.0,
95,112808,3496,0.0,
96,112809,10746,0.0,
97,112901,27,0.0,
98,112902,3218,0.0,
99,112903,1169,0.0,
100,112904,2951,0.0,
101,112905,37,0.0,
102,112906,2413,0.0,
103,112907,779,0.0,
104,112908,5204,0.0,
105,112909,20422,2.829854671311753E-5,
106,113000,4675,0.0,
107,114001,54761,0.0,
108,114002,2390,0.0,
109,114100,1656,2.3604935381881455E-4,
110,114210,16802,1.3957234799045814E-5,
111,114221,2409,1.888407077439192E-7,
112,114222,5839,0.0,
113,114223,174,0.0,
114,114224,77580,1.161143099609231E-6,
115,114225,2250,0.0,
116,114226,17050,1.81189062695275E-7,
117,114227,24212,0.0,
118,114228,5771,0.0,
119,114229,9213,0.0,
120,114230,2510,0.0,
121,114240,9987,0.0,
122,114250,4469,0.0,
123,114260,6798,0.0,
124,114270,14977,1.2684420852240047E-6,
125,114281,1050,1.4128284399797304E-5,
126,114282,6319,0.0,
127,114283,60,0.0,
128,114284,14492,0.0,
129,114285,1297,0.0,
130,114286,6726,0.0,
131,114287,4228,0.0,
132,114288,2619,0.0,
133,114289,5390,0.0,
134,114290,26586,6.631479900235002E-5,
135,114300,722,0.004808703864303366,
136,114410,3376,2.3905995755593117E-9,
137,114411,11647,8.536544529884041E-4,
138,114412,3525,0.0,
139,114413,15127,3.276949685296404E-6,
140,114414,3267,3.738958758559968E-7,
141,114415,1,3.054146575402294E-5,
142,114416,4264,0.0,
143,114417,542,2.4662330278138875E-5,
144,114418,12522,9.454679095340782E-9,
145,114419,3385,0.0,
146,114420,17640,5.3171771757236684E-9,
147,114430,12313,7.564405730289028E-6,
148,114441,1660,5.962882754521434E-6,
149,114442,3796,2.279377128001286E-7,
150,114443,23070,3.07273963196011E-7,
151,114444,3586,0.0,
152,114445,6066,0.0,
153,114446,8489,0.0,
154,114447,2883,0.0,
155,114448,12265,0.0,
156,114449,8665,0.0,
157,114450,473,3.4231619414909695E-6,
158,114460,29132,1.2831125641459294E-5,
159,114470,26976,3.604744553831511E-6,
160,114480,17674,3.365711566366531E-8,
161,114490,22455,3.9989574485447095E-8,
162,114500,27914,3.6350135841258993E-4,
163,114601,5823,0.0,
164,114602,10662,3.34689701306216E-4,
165,114603,506,8.882450028082566E-6,
166,114604,6933,0.0,
