system:index,PfafIDIrrWN_monthY2014M06,countIrrWN_monthY2014M06,meanIrrWN_monthY2014M06,.geo
0,111011,2536,5.228836748775571E-5,
1,111012,3921,0.0,
2,111013,1194,0.0,
3,111014,5605,0.0,
4,111015,21769,0.0,
5,111016,2382,0.0,
6,111017,11168,0.0,
7,111018,2509,0.0,
8,111019,8353,0.0,
9,111020,14779,0.0,
10,111030,6961,0.0,
11,111041,17205,0.0,
12,111042,6643,0.0,
13,111043,349,0.0,
14,111044,6597,0.0,
15,111045,7591,0.0,
16,111046,4623,0.0,
17,111047,903,0.0,
18,111048,4457,0.0,
19,111049,4490,0.0,
20,111050,20250,0.0,
21,111060,5660,0.0,
22,111070,13788,1.7597881885376922E-4,
23,111081,5223,9.3402888408201E-4,
24,111082,18754,0.0,
25,111083,6133,0.0,
26,111084,15194,1.915578201119096E-4,
27,111085,10124,1.992177812403973E-8,
28,111086,2528,0.0,
29,111087,13852,4.7645792436778464E-5,
30,111088,3118,0.0,
31,111089,2844,1.1513516366005815E-4,
32,111090,510,3.6702910502984716E-5,
33,111091,212,0.006661019783656916,
34,111092,2946,0.002031722171210563,
35,111093,19956,1.1200342754596159E-5,
36,111094,2485,4.281394118836393E-5,
37,111095,1794,1.0982832238547059E-4,
38,111096,2707,3.545526210346361E-4,
39,111097,2700,1.506933074000242E-4,
40,111098,3449,3.871620342960926E-4,
41,111099,5594,1.624595278351884E-5,
42,112011,3093,0.0,
43,112012,21200,0.0,
44,112013,15552,0.0,
45,112014,34480,0.0,
46,112015,4666,0.0,
47,112016,11966,0.0,
48,112017,13480,0.0,
49,112018,14831,0.0,
50,112019,46077,3.223070263437693E-4,
51,112020,1906,0.0,
52,112030,2337,0.0,
53,112041,4145,0.0,
54,112042,9610,0.0,
55,112043,1103,0.0,
56,112044,5576,0.0,
57,112045,2564,0.0,
58,112046,18320,0.0,
59,112047,22718,0.0,
60,112048,6256,0.0,
61,112049,17069,0.0,
62,112050,8062,0.0,
63,112060,9065,0.0,
64,112070,2276,0.0,
65,112111,39164,4.1788876238343686E-6,
66,112112,4819,0.0,
67,112113,7180,0.0,
68,112114,4624,0.0012105436123021264,
69,112115,1326,0.0,
70,112116,4584,0.0028463659578896023,
71,112117,2017,0.0,
72,112118,4443,0.0015188930637650116,
73,112119,6741,3.0297229559051E-5,
74,112120,6306,3.248938170919228E-6,
75,112130,3588,0.0,
76,112140,5675,0.0,
77,112150,567,0.0,
78,112160,4941,0.0,
79,112170,17030,0.0,
80,112180,5677,0.0,
81,112190,13172,0.0,
82,112200,33905,0.0,
83,112300,8315,0.0,
84,112400,30830,0.0,
85,112500,806,0.0,
86,112600,7692,0.0,
87,112700,9177,0.0,
88,112801,6769,0.0,
89,112802,7135,0.0,
90,112803,17267,0.0,
91,112804,9185,0.0,
92,112805,5556,0.0,
93,112806,6540,0.0,
94,112807,9643,0.0,
95,112808,3496,2.959464881133258E-6,
96,112809,10746,2.690211714384541E-4,
97,112901,27,0.0,
98,112902,3218,0.0,
99,112903,1169,0.0,
100,112904,2951,0.0,
101,112905,37,0.0,
102,112906,2413,0.0,
103,112907,779,0.0,
104,112908,5204,0.0,
105,112909,20422,3.5698709836383225E-5,
106,113000,4675,0.0,
107,114001,54761,0.0,
108,114002,2390,0.0,
109,114100,1656,9.486174271510665E-5,
110,114210,16802,1.3303944208179567E-5,
111,114221,2409,2.9970092141365375E-7,
112,114222,5839,0.0,
113,114223,174,0.0,
114,114224,77580,6.7815149555049565E-6,
115,114225,2250,0.0,
116,114226,17050,4.194513502738485E-5,
117,114227,24212,1.2661413194554595E-5,
118,114228,5771,0.0,
119,114229,9213,0.0,
120,114230,2510,0.0,
121,114240,9987,0.0,
122,114250,4469,0.0,
123,114260,6798,0.0,
124,114270,14977,7.750026187784802E-6,
125,114281,1050,7.026282034626611E-5,
126,114282,6319,0.0,
127,114283,60,0.0,
128,114284,14492,0.0,
129,114285,1297,0.0,
130,114286,6726,0.0,
131,114287,4228,0.0,
132,114288,2619,0.0,
133,114289,5390,0.0,
134,114290,26586,2.0432387181816065E-4,
135,114300,722,0.007008956579378401,
136,114410,3376,7.394154388049647E-7,
137,114411,11647,0.0010035760992301974,
138,114412,3525,0.0,
139,114413,15127,4.967422812148087E-5,
140,114414,3267,6.166876104546499E-6,
141,114415,1,5.037376647311537E-4,
142,114416,4264,0.0,
143,114417,542,4.1159369955348727E-4,
144,114418,12522,2.8711452437020826E-6,
145,114419,3385,1.9955426737035728E-4,
146,114420,17640,2.3961336341780697E-6,
147,114430,12313,1.7174354521081565E-4,
148,114441,1660,2.3170958968163845E-4,
149,114442,3796,5.306967263889842E-5,
150,114443,23070,7.09743814690573E-5,
151,114444,3586,0.0,
152,114445,6066,0.0,
153,114446,8489,0.0,
154,114447,2883,0.0,
155,114448,12265,0.0,
156,114449,8665,0.0,
157,114450,473,6.14552414759875E-5,
158,114460,29132,1.7029918938536087E-5,
159,114470,26976,4.092308378579736E-6,
160,114480,17674,1.3339407207101726E-7,
161,114490,22455,5.703308766494935E-8,
162,114500,27914,4.712416962401806E-4,
163,114601,5823,0.0,
164,114602,10662,8.743508702837593E-4,
165,114603,506,1.2918903308945675E-5,
166,114604,6933,0.0,
167,114605,4090,3.5879001233992025E-6,
168,114606,5583,2.6126533788326718E-5,
169,114607,21267,6.910447719835278E-6,
170,114608,3869,0.0,
171,114609,2978,0.0,
172,114701,4745,0.005211904005033765,
173,114702,5013,6.723177548205647E-4,
174,114703,5019,0.003466370571788636,
175,114704,8359,1.3753715783771295E-5,
176,114705,9685,2.74843689955556E-4,
177,114706,1442,0.0,
178,114707,446,0.0,
179,114708,1479,0.0,
180,114709,13,0.0,
181,114801,5712,3.631943953159276E-6,
182,114802,3134,0.0,
183,114803,856,0.0,
184,114804,3306,7.540149362771175E-8,
185,114805,5341,0.0,
186,114806,4465,0.0,
187,114807,8853,0.0,
188,114808,9325,1.690402424448889E-7,
189,114809,12520,1.02555861727277E-6,
190,114910,24602,7.21920938879686E-5,
191,114920,13186,4.971304204076018E-6,
192,114931,367,1.851200966403671E-4,
193,114932,6668,7.0215677920547E-5,
194,114933,3381,0.0,
195,114934,4835,0.0,
196,114935,10129,3.1256865199631076E-5,
197,114936,1413,0.0,
198,114937,2005,0.0,
199,114938,7122,0.0,
200,114939,3723,0.0,
201,114940,17917,2.3409603299453016E-6,
202,114950,8839,0.0,
203,114960,17499,1.886392725818538E-4,
204,114970,3830,0.0,
205,114980,12419,3.502947708217565E-7,
206,114990,32085,6.424640266927723E-5,
207,115101,71040,3.74018671800908E-5,
208,115102,2813,6.694926447042989E-5,
209,115103,1057,0.0,
210,115201,4944,2.083167556597075E-7,
211,115202,7332,5.780515365207317E-5,
212,115203,9279,4.014882825078936E-4,
213,115204,4711,0.0,
214,115205,18925,7.0048183824503744E-6,
215,115206,1020,0.0,
216,115207,6669,5.7807074030594233E-5,
217,115208,4606,1.5048286828243732E-7,
218,115209,6567,1.6829221685491735E-5,
219,115300,31550,5.5012547507789886E-5,
220,115410,59,0.0,
221,115421,2746,0.0,
222,115422,5910,0.0,
223,115423,190,0.0,
224,115424,27002,1.771037914085553E-4,
225,115425,317,0.0,
226,115426,4129,2.05582966755253E-6,
227,115427,2339,0.0,
228,115428,1980,0.0,
229,115429,11579,3.680893090326701E-5,
230,115430,18309,0.0,
231,115440,14238,0.0,
232,115451,34,0.0,
233,115452,3041,0.0,
234,115453,6141,1.3956350094470243E-5,
235,115454,5229,2.1271542393819793E-5,
236,115455,8528,6.476971787354894E-6,
237,115456,4944,0.0,
238,115457,740,0.0,
239,115458,4129,9.159326069145647E-6,
240,115459,17083,3.102756496254955E-5,
241,115460,8270,4.104138742533043E-5,
242,115470,9268,2.2387593386222914E-5,
243,115480,12405,0.0,
244,115490,6089,0.0,
245,115501,6,0.0,
246,115502,8893,0.0,
247,115503,750,0.0,
248,115504,2436,0.0,
249,115505,2096,0.0,
250,115506,7486,0.0,
251,115507,574,0.0,
252,115508,7481,0.0,
253,115509,7552,0.0,
254,115601,269,0.0,
255,115602,21806,4.854279051208871E-5,
256,115603,1991,2.309419951036567E-6,
257,115604,2276,1.4171509228948895E-4,
258,115605,19149,1.0414415989026373E-4,
259,115606,1710,9.384811263743325E-5,
260,115607,4877,1.1230190052833923E-5,
261,115608,12255,5.2758745039880395E-5,
262,115711,18,0.0,
263,115712,7528,1.9049303758000852E-6,
264,115713,7,0.0,
265,115714,25076,6.0021129628803304E-5,
266,115715,13882,3.0272241067063433E-4,
267,115716,6926,2.920859803345616E-4,
268,115717,32235,2.7508967213777616E-4,
269,115718,4428,1.2273780232892266E-4,
270,115719,27564,2.737783764520451E-4,
271,115720,175,0.0,
272,115730,15209,2.039063926332021E-5,
273,115740,4470,0.0,
274,115750,4443,0.0,
275,115801,15355,9.361108178193067E-5,
276,115802,8564,1.4777788645879493E-5,
277,115803,22718,8.577393531203241E-6,
278,115804,1554,0.0,
279,115805,2794,0.0,
280,115806,5497,0.0,
281,115807,2697,0.0,
282,115808,8272,0.0,
283,115809,7022,0.0,
284,115900,20078,2.0077817753586144E-6,
285,116001,3505,1.9125126042662836E-5,
286,116002,38883,1.4181070159242608E-5,
287,116003,3319,2.3017738778943633E-5,
288,116004,21261,4.9045070748394965E-5,
289,116005,3515,0.0,
290,116006,4365,0.0,
291,116007,6990,0.0,
292,116008,3767,0.0,
293,116009,7974,1.362879496072924E-5,
294,117000,10611,4.5035244564364906E-5,
295,117100,200,0.0,
296,117101,327,0.0,
297,117102,12545,1.1222993053086142E-5,
298,117103,154,0.0,
299,117104,13065,0.0,
300,117105,9005,0.0,
301,117106,6687,4.7818355948492146E-5,
302,117107,528,0.0,
303,117108,11426,1.4102684441487876E-5,
304,117109,3709,0.0,
305,117201,2410,2.3792655060202433E-5,
306,117202,9093,0.0,
307,117203,5632,1.3874966179859922E-5,
308,117204,15089,5.3552325609580095E-5,
309,117205,7273,9.372205825359403E-5,
310,117206,15598,3.237433644809537E-5,
311,117207,2233,0.001980733493742907,
312,117208,6528,3.519221542381342E-4,
313,117209,47115,8.150255540430928E-4,
314,117300,3443,8.174462447535802E-5,
315,117310,1731,0.0,
316,117320,9733,5.700638285776473E-5,
317,117321,35,0.0,
318,117322,3445,1.1919313651179834E-5,
319,117323,4536,5.5993190907891665E-5,
320,117324,8445,2.8921376067312677E-5,
321,117325,4901,1.4464303224515914E-4,
322,117326,10718,1.6835251821280575E-5,
323,117327,860,2.5829752958377267E-4,
324,117328,3379,6.748333860975184E-5,
325,117329,8495,0.001038470537640645,
326,117331,962,2.5316067868081527E-6,
327,117332,8998,7.209676417026095E-5,
328,117333,1609,9.062731593731241E-6,
329,117334,4584,9.046558858547382E-6,
330,117335,130,2.557098550300472E-5,
331,117336,5124,3.8536467695779686E-5,
332,117337,3766,2.4074938076066384E-5,
333,117338,7822,1.344439318448004E-4,
334,117339,4481,2.1968864620150626E-5,
335,117340,3629,9.834427207849424E-6,
336,117341,3562,4.0577806775176696E-5,
337,117342,1453,0.002000613204590502,
338,117343,225,3.191457208345689E-4,
339,117344,24075,1.0674958181239295E-5,
340,117345,1996,3.672787137188226E-4,
341,117346,2560,0.0019190672340927374,
342,117347,7977,1.991893410393181E-4,
343,117348,6817,8.869082929773821E-4,
344,117349,7746,0.0011271010792125414,
345,117350,9106,0.0,
346,117360,1417,0.0,
347,117361,8261,3.9804560184616915E-5,
348,117362,4616,0.0,
349,117363,1954,2.8865984131835046E-4,
350,117364,3249,5.366642626477572E-5,
351,117365,5139,6.451928139638595E-4,
352,117366,3863,1.8882664342431045E-4,
353,117367,10234,1.2496452673127617E-4,
354,117368,3636,0.0,
355,117369,8350,1.6266005312781963E-5,
356,117370,289,3.926035667862505E-4,
